state,end_date,sample_size,candidate_name,pct
National,2024-09-16,2437,Kamala Harris,46
National,2024-09-16,2437,Donald Trump,46
New York,2024-09-16,1003,Kamala Harris,52
New York,2024-09-16,1003,Donald Trump,40
New York,2024-09-16,1003,Kamala Harris,55
New York,2024-09-16,1003,Donald Trump,42
Pennsylvania,2024-09-16,1082,Kamala Harris,50
Pennsylvania,2024-09-16,1082,Donald Trump,46
Pennsylvania,2024-09-16,1082,Kamala Harris,50
Pennsylvania,2024-09-16,1082,Donald Trump,46
Pennsylvania,2024-09-16,1082,Kamala Harris,48
Pennsylvania,2024-09-16,1082,Donald Trump,45
Pennsylvania,2024-09-16,1082,Kamala Harris,49
Pennsylvania,2024-09-16,1082,Donald Trump,45
Pennsylvania,2024-09-14,500,Kamala Harris,48.6
Pennsylvania,2024-09-14,500,Donald Trump,45.6
National,2024-09-13,1283,Kamala Harris,50
National,2024-09-13,1283,Donald Trump,46
Maryland,2024-09-13,890,Kamala Harris,65.3
Maryland,2024-09-13,890,Donald Trump,33.3
Missouri,2024-09-13,850,Kamala Harris,43.4
Missouri,2024-09-13,850,Donald Trump,55.2
Indiana,2024-09-13,1000,Kamala Harris,40.7
Indiana,2024-09-13,1000,Donald Trump,57.9
National,2024-09-13,1177,Kamala Harris,50
National,2024-09-13,1177,Donald Trump,45
National,2024-09-13,1090,Kamala Harris,50
National,2024-09-13,1090,Donald Trump,46
National,2024-09-13,1175,Kamala Harris,48
National,2024-09-13,1175,Donald Trump,44
National,2024-09-13,1090,Kamala Harris,49
National,2024-09-13,1090,Donald Trump,45
National,2024-09-13,3276,Kamala Harris,51
National,2024-09-13,3276,Donald Trump,46
National,2024-09-13,2772,Kamala Harris,51
National,2024-09-13,2772,Donald Trump,47
National,2024-09-13,2196,Kamala Harris,52
National,2024-09-13,2196,Donald Trump,46
National,2024-09-13,3276,Kamala Harris,51
National,2024-09-13,3276,Donald Trump,45
National,2024-09-13,2772,Kamala Harris,50
National,2024-09-13,2772,Donald Trump,46
National,2024-09-13,2196,Kamala Harris,51
National,2024-09-13,2196,Donald Trump,46
North Carolina,2024-09-13,800,Kamala Harris,46
North Carolina,2024-09-13,800,Donald Trump,45
National,2024-09-12,1405,Kamala Harris,47
National,2024-09-12,1405,Donald Trump,42
National,2024-09-12,1690,Kamala Harris,43
National,2024-09-12,1690,Donald Trump,39
National,2024-09-12,1775,Kamala Harris,48
National,2024-09-12,1775,Donald Trump,50.9
National,2024-09-12,1775,Kamala Harris,47.3
National,2024-09-12,1775,Donald Trump,50.9
Iowa,2024-09-11,656,Kamala Harris,43
Iowa,2024-09-11,656,Donald Trump,47
National,2024-09-10,1464,Kamala Harris,45
National,2024-09-10,1464,Donald Trump,45
Arizona,2024-09-09,550,Kamala Harris,46
Arizona,2024-09-09,550,Donald Trump,46.2
California,2024-09-09,1071,Kamala Harris,60
California,2024-09-09,1071,Donald Trump,29
North Carolina,2024-09-08,940,Kamala Harris,49
North Carolina,2024-09-08,940,Donald Trump,46
North Carolina,2024-09-08,940,Kamala Harris,50
North Carolina,2024-09-08,940,Donald Trump,47
Georgia,2024-09-08,969,Kamala Harris,45
Georgia,2024-09-08,969,Donald Trump,49
Georgia,2024-09-08,969,Kamala Harris,46
Georgia,2024-09-08,969,Donald Trump,49
Virginia,2024-09-08,1005,Kamala Harris,50
Virginia,2024-09-08,1005,Donald Trump,42
Virginia,2024-09-08,1005,Kamala Harris,51
Virginia,2024-09-08,1005,Donald Trump,43
Virginia,2024-09-08,1005,Kamala Harris,49
Virginia,2024-09-08,1005,Donald Trump,42
Virginia,2024-09-08,1005,Kamala Harris,51
Virginia,2024-09-08,1005,Donald Trump,43
North Carolina,2024-09-07,676,Kamala Harris,49
North Carolina,2024-09-07,676,Donald Trump,46
Michigan,2024-09-06,1077,Kamala Harris,50
Michigan,2024-09-06,1077,Donald Trump,49
Pennsylvania,2024-09-06,1078,Kamala Harris,50
Pennsylvania,2024-09-06,1078,Donald Trump,50
Wisconsin,2024-09-06,946,Kamala Harris,51
Wisconsin,2024-09-06,946,Donald Trump,49
National,2024-09-06,1695,Kamala Harris,47
National,2024-09-06,1695,Donald Trump,48
National,2024-09-06,1695,Kamala Harris,45
National,2024-09-06,1695,Donald Trump,47
National,2024-09-06,1695,Kamala Harris,46
National,2024-09-06,1695,Donald Trump,48
National,2024-09-06,1695,Kamala Harris,44
National,2024-09-06,1695,Donald Trump,46
California,2024-09-05,815,Kamala Harris,60.8
California,2024-09-05,815,Donald Trump,38
Florida,2024-09-05,815,Kamala Harris,47.6
Florida,2024-09-05,815,Donald Trump,51.1
Texas,2024-09-05,845,Kamala Harris,48
Texas,2024-09-05,845,Donald Trump,50.9
Ohio,2024-09-05,945,Kamala Harris,44.7
Ohio,2024-09-05,945,Donald Trump,54.3
National,2024-09-05,1413,Kamala Harris,49
National,2024-09-05,1413,Donald Trump,48
Wisconsin,2024-09-05,822,Kamala Harris,52
Wisconsin,2024-09-05,822,Donald Trump,48
Wisconsin,2024-09-05,738,Kamala Harris,52
Wisconsin,2024-09-05,738,Donald Trump,48
Wisconsin,2024-09-05,822,Kamala Harris,47
Wisconsin,2024-09-05,822,Donald Trump,43
Wisconsin,2024-09-05,738,Kamala Harris,48
Wisconsin,2024-09-05,738,Donald Trump,43
National,2024-09-04,1000,Kamala Harris,51.3
National,2024-09-04,1000,Donald Trump,47.6
National,2024-09-04,1084,Kamala Harris,48
National,2024-09-04,1084,Donald Trump,47
National,2024-09-03,1389,Kamala Harris,47
National,2024-09-03,1389,Donald Trump,45
National,2024-09-02,8044,Kamala Harris,49
National,2024-09-02,8044,Donald Trump,49
Texas,2024-08-31,1200,Kamala Harris,44
Texas,2024-08-31,1200,Donald Trump,49
Texas,2024-08-31,1200,Kamala Harris,44
Texas,2024-08-31,1200,Donald Trump,49
Minnesota,2024-08-29,635,Kamala Harris,48
Minnesota,2024-08-29,635,Donald Trump,43
Arizona,2024-08-29,682,Kamala Harris,44
Arizona,2024-08-29,682,Donald Trump,49
Georgia,2024-08-29,617,Kamala Harris,48
Georgia,2024-08-29,617,Donald Trump,47
Michigan,2024-08-29,708,Kamala Harris,48
Michigan,2024-08-29,708,Donald Trump,43
Nevada,2024-08-29,626,Kamala Harris,48
Nevada,2024-08-29,626,Donald Trump,47
Pennsylvania,2024-08-29,789,Kamala Harris,47
Pennsylvania,2024-08-29,789,Donald Trump,47
Wisconsin,2024-08-29,976,Kamala Harris,50
Wisconsin,2024-08-29,976,Donald Trump,44
North Carolina,2024-08-28,920,Kamala Harris,46.9
North Carolina,2024-08-28,920,Donald Trump,47.6
Arizona,2024-08-28,720,Kamala Harris,47.5
Arizona,2024-08-28,720,Donald Trump,51.2
Michigan,2024-08-28,800,Kamala Harris,51.2
Michigan,2024-08-28,800,Donald Trump,47.6
Nevada,2024-08-28,1168,Kamala Harris,49.4
Nevada,2024-08-28,1168,Donald Trump,48.8
Pennsylvania,2024-08-28,950,Kamala Harris,49.4
Pennsylvania,2024-08-28,950,Donald Trump,49.4
Wisconsin,2024-08-28,850,Kamala Harris,49.1
Wisconsin,2024-08-28,850,Donald Trump,49.8
North Carolina,2024-08-28,775,Kamala Harris,49
North Carolina,2024-08-28,775,Donald Trump,49.9
Georgia,2024-08-28,800,Kamala Harris,50.1
Georgia,2024-08-28,800,Donald Trump,49
National,2024-08-28,1000,Kamala Harris,47.6
National,2024-08-28,1000,Donald Trump,43.3
National,2024-08-28,3562,Kamala Harris,44
National,2024-08-28,3562,Donald Trump,40
National,2024-08-28,4253,Kamala Harris,41
National,2024-08-28,4253,Donald Trump,38
National,2024-08-28,3562,Kamala Harris,45
National,2024-08-28,3562,Donald Trump,41
National,2024-08-28,4253,Kamala Harris,40
National,2024-08-28,4253,Donald Trump,36
National,2024-08-27,1368,Kamala Harris,47
National,2024-08-27,1368,Donald Trump,45
National,2024-08-27,1611,Kamala Harris,49
National,2024-08-27,1611,Donald Trump,47
National,2024-08-27,1611,Kamala Harris,49
National,2024-08-27,1611,Donald Trump,48
National,2024-08-27,2496,Kamala Harris,50
National,2024-08-27,2496,Donald Trump,46
National,2024-08-27,2496,Kamala Harris,49
National,2024-08-27,2496,Donald Trump,45
Nebraska,2024-08-27,1293,Kamala Harris,37
Nebraska,2024-08-27,1293,Donald Trump,54
Nebraska CD-2,2024-08-27,507,Kamala Harris,47
Nebraska CD-2,2024-08-27,507,Donald Trump,42
Arizona,2024-08-26,1014,Kamala Harris,48
Arizona,2024-08-26,1014,Donald Trump,47
Arizona,2024-08-26,1014,Kamala Harris,50
Arizona,2024-08-26,1014,Donald Trump,49
Georgia,2024-08-26,1014,Kamala Harris,48
Georgia,2024-08-26,1014,Donald Trump,46
Georgia,2024-08-26,1014,Kamala Harris,50
Georgia,2024-08-26,1014,Donald Trump,48
Nevada,2024-08-26,1026,Kamala Harris,48
Nevada,2024-08-26,1026,Donald Trump,46
Nevada,2024-08-26,1026,Kamala Harris,50
Nevada,2024-08-26,1026,Donald Trump,48
North Carolina,2024-08-26,999,Kamala Harris,47
North Carolina,2024-08-26,999,Donald Trump,48
North Carolina,2024-08-26,999,Kamala Harris,49
North Carolina,2024-08-26,999,Donald Trump,50
National,2024-08-26,1194,Kamala Harris,46
National,2024-08-26,1194,Donald Trump,45
National,2024-08-26,1197,Kamala Harris,47
National,2024-08-26,1197,Donald Trump,46
National,2024-08-26,1788,Kamala Harris,39
National,2024-08-26,1788,Donald Trump,36
National,2024-08-26,1200,Kamala Harris,44
National,2024-08-26,1200,Donald Trump,42
National,2024-08-25,1031,Kamala Harris,48
National,2024-08-25,1031,Donald Trump,49
National,2024-08-25,1031,Kamala Harris,47
National,2024-08-25,1031,Donald Trump,45
National,2024-08-25,1031,Kamala Harris,48
National,2024-08-25,1031,Donald Trump,48
National,2024-08-25,1031,Donald Trump,50
Pennsylvania,2024-08-23,500,Kamala Harris,43
Pennsylvania,2024-08-23,500,Donald Trump,42.5
Pennsylvania,2024-08-23,500,Kamala Harris,43
Pennsylvania,2024-08-23,500,Donald Trump,41
Wisconsin,2024-08-23,500,Kamala Harris,48
Wisconsin,2024-08-23,500,Donald Trump,42
Wisconsin,2024-08-23,500,Kamala Harris,45
Wisconsin,2024-08-23,500,Donald Trump,40
Michigan,2024-08-23,500,Kamala Harris,44
Michigan,2024-08-23,500,Donald Trump,43.5
Michigan,2024-08-23,500,Kamala Harris,44
Michigan,2024-08-23,500,Donald Trump,41.5
New Mexico,2024-08-22,965,Kamala Harris,53.6
New Mexico,2024-08-22,965,Donald Trump,46.4
New Mexico,2024-08-22,965,Kamala Harris,51
New Mexico,2024-08-22,965,Donald Trump,40.2
National,2024-08-22,1835,Kamala Harris,44
National,2024-08-22,1835,Donald Trump,40
North Carolina,2024-08-21,1053,Kamala Harris,46
North Carolina,2024-08-21,1053,Donald Trump,45
North Carolina,2024-08-21,941,Kamala Harris,47
North Carolina,2024-08-21,941,Donald Trump,47
National,2024-08-20,1371,Kamala Harris,46
National,2024-08-20,1371,Donald Trump,43
National,2024-08-20,801,Kamala Harris,50
National,2024-08-20,801,Donald Trump,43
New Hampshire,2024-08-19,2048,Kamala Harris,50
New Hampshire,2024-08-19,2048,Donald Trump,43
New Hampshire,2024-08-19,2048,Kamala Harris,52
New Hampshire,2024-08-19,2048,Donald Trump,47
Vermont,2024-08-19,924,Kamala Harris,67
Vermont,2024-08-19,924,Donald Trump,27
Vermont,2024-08-19,924,Kamala Harris,70
Vermont,2024-08-19,924,Donald Trump,29
Maine,2024-08-19,951,Kamala Harris,55
Maine,2024-08-19,951,Donald Trump,38
Maine,2024-08-19,951,Kamala Harris,58
Maine,2024-08-19,951,Donald Trump,41
Maine CD-1,2024-08-19,490,Kamala Harris,62
Maine CD-1,2024-08-19,490,Donald Trump,33
Maine CD-1,2024-08-19,476,Kamala Harris,64
Maine CD-1,2024-08-19,476,Donald Trump,36
Maine CD-2,2024-08-19,443,Kamala Harris,49
Maine CD-2,2024-08-19,443,Donald Trump,44
Maine CD-2,2024-08-19,432,Kamala Harris,52
Maine CD-2,2024-08-19,432,Donald Trump,47
Nebraska CD-2,2024-08-17,656,Kamala Harris,50
Nebraska CD-2,2024-08-17,656,Donald Trump,42
National,2024-08-16,3253,Kamala Harris,51
National,2024-08-16,3253,Donald Trump,48
National,2024-08-16,3253,Kamala Harris,49
National,2024-08-16,3253,Donald Trump,47
Virginia,2024-08-16,691,Kamala Harris,47
Virginia,2024-08-16,691,Donald Trump,44
Virginia,2024-08-16,691,Kamala Harris,45
Virginia,2024-08-16,691,Donald Trump,42
Missouri,2024-08-16,900,Kamala Harris,41
Missouri,2024-08-16,900,Donald Trump,54
Nevada,2024-08-15,677,Kamala Harris,46
Nevada,2024-08-15,677,Donald Trump,48
Nevada,2024-08-15,677,Kamala Harris,47
Nevada,2024-08-15,677,Donald Trump,48
Nevada,2024-08-15,677,Kamala Harris,42
Nevada,2024-08-15,677,Donald Trump,45
Nevada,2024-08-15,677,Kamala Harris,44
Nevada,2024-08-15,677,Donald Trump,46
Arizona,2024-08-15,677,Kamala Harris,49
Arizona,2024-08-15,677,Donald Trump,45
Arizona,2024-08-15,677,Kamala Harris,50
Arizona,2024-08-15,677,Donald Trump,45
Arizona,2024-08-15,677,Kamala Harris,45
Arizona,2024-08-15,677,Donald Trump,42
Arizona,2024-08-15,677,Kamala Harris,47
Arizona,2024-08-15,677,Donald Trump,43
National,2024-08-15,6067,Kamala Harris,49
National,2024-08-15,6067,Donald Trump,46
National,2024-08-15,6067,Kamala Harris,47
National,2024-08-15,6067,Donald Trump,43
Pennsylvania,2024-08-14,1000,Kamala Harris,49.3
Pennsylvania,2024-08-14,1000,Donald Trump,50.7
Pennsylvania,2024-08-14,1000,Kamala Harris,46.8
Pennsylvania,2024-08-14,1000,Donald Trump,47.4
National,2024-08-14,1000,Kamala Harris,52.3
National,2024-08-14,1000,Donald Trump,47.7
National,2024-08-14,1000,Kamala Harris,48.3
National,2024-08-14,1000,Donald Trump,43.5
North Carolina,2024-08-14,655,Kamala Harris,49
North Carolina,2024-08-14,655,Donald Trump,46
North Carolina,2024-08-14,655,Kamala Harris,49
North Carolina,2024-08-14,655,Donald Trump,47
North Carolina,2024-08-14,655,Kamala Harris,45
North Carolina,2024-08-14,655,Donald Trump,42
North Carolina,2024-08-14,655,Kamala Harris,46
North Carolina,2024-08-14,655,Donald Trump,44
Georgia,2024-08-14,661,Kamala Harris,44
Georgia,2024-08-14,661,Donald Trump,51
Georgia,2024-08-14,661,Kamala Harris,46
Georgia,2024-08-14,661,Donald Trump,50
Georgia,2024-08-14,661,Kamala Harris,41
Georgia,2024-08-14,661,Donald Trump,47
Georgia,2024-08-14,661,Kamala Harris,44
Georgia,2024-08-14,661,Donald Trump,47
National,2024-08-13,1407,Kamala Harris,46
National,2024-08-13,1407,Donald Trump,44
National,2024-08-13,2336,Kamala Harris,50
National,2024-08-13,2336,Donald Trump,45
National,2024-08-13,1975,Kamala Harris,49
National,2024-08-13,1975,Donald Trump,45
National,2024-08-13,1505,Kamala Harris,51
National,2024-08-13,1505,Donald Trump,45
National,2024-08-13,2336,Kamala Harris,47
National,2024-08-13,2336,Donald Trump,44
National,2024-08-13,1975,Kamala Harris,47
National,2024-08-13,1975,Donald Trump,44
National,2024-08-12,1105,Kamala Harris,45
National,2024-08-12,1105,Donald Trump,45
National,2024-08-12,1105,Kamala Harris,49
National,2024-08-12,1105,Donald Trump,50
Pennsylvania,2024-08-12,1738,Kamala Harris,48
Pennsylvania,2024-08-12,1738,Donald Trump,45
Pennsylvania,2024-08-12,1738,Kamala Harris,50
Pennsylvania,2024-08-12,1738,Donald Trump,47
Florida,2024-08-11,500,Kamala Harris,41.8
Florida,2024-08-11,500,Donald Trump,46.8
National,2024-08-11,7569,Kamala Harris,46
National,2024-08-11,7569,Donald Trump,45
California,2024-08-11,3765,Kamala Harris,59
California,2024-08-11,3765,Donald Trump,34
Pennsylvania,2024-08-09,693,Kamala Harris,49
Pennsylvania,2024-08-09,693,Donald Trump,46
Pennsylvania,2024-08-09,693,Kamala Harris,50
Pennsylvania,2024-08-09,693,Donald Trump,46
Pennsylvania,2024-08-09,693,Kamala Harris,45
Pennsylvania,2024-08-09,693,Donald Trump,43
Pennsylvania,2024-08-09,693,Kamala Harris,46
Pennsylvania,2024-08-09,693,Donald Trump,44
North Carolina,2024-08-09,802,Kamala Harris,46
North Carolina,2024-08-09,802,Donald Trump,46
Michigan,2024-08-08,619,Kamala Harris,45
Michigan,2024-08-08,619,Donald Trump,48
Michigan,2024-08-08,619,Kamala Harris,50
Michigan,2024-08-08,619,Donald Trump,46
Michigan,2024-08-08,619,Kamala Harris,44
Michigan,2024-08-08,619,Donald Trump,43
Michigan,2024-08-08,619,Kamala Harris,48
Michigan,2024-08-08,619,Donald Trump,43
Wisconsin,2024-08-08,661,Kamala Harris,50
Wisconsin,2024-08-08,661,Donald Trump,46
Wisconsin,2024-08-08,661,Kamala Harris,50
Wisconsin,2024-08-08,661,Donald Trump,46
Wisconsin,2024-08-08,661,Kamala Harris,49
Wisconsin,2024-08-08,661,Donald Trump,42
Wisconsin,2024-08-08,661,Kamala Harris,49
Wisconsin,2024-08-08,661,Donald Trump,43
National,2024-08-07,1342,Kamala Harris,42
National,2024-08-07,1342,Donald Trump,37
National,2024-08-07,1342,Kamala Harris,49
National,2024-08-07,1342,Donald Trump,47
Montana,2024-08-06,1000,Kamala Harris,42.5
Montana,2024-08-06,1000,Donald Trump,57.5
Montana,2024-08-06,1000,Kamala Harris,39
Montana,2024-08-06,1000,Donald Trump,53.5
National,2024-08-06,1413,Kamala Harris,45
National,2024-08-06,1413,Donald Trump,43
National,2024-08-05,1510,Kamala Harris,48
National,2024-08-05,1510,Donald Trump,45
National,2024-08-04,1513,Kamala Harris,51
National,2024-08-04,1513,Donald Trump,48
National,2024-08-04,1513,Kamala Harris,48
National,2024-08-04,1513,Donald Trump,45
National,2024-08-04,1001,Kamala Harris,46
National,2024-08-04,1001,Donald Trump,48
National,2024-08-02,3092,Kamala Harris,50
National,2024-08-02,3092,Donald Trump,49
National,2024-08-02,3092,Kamala Harris,49
National,2024-08-02,3092,Donald Trump,47
New York,2024-08-01,1199,Kamala Harris,53
New York,2024-08-01,1199,Donald Trump,39
New York,2024-08-01,1199,Kamala Harris,49
New York,2024-08-01,1199,Donald Trump,37
Wisconsin,2024-08-01,877,Kamala Harris,49
Wisconsin,2024-08-01,877,Donald Trump,50
Wisconsin,2024-08-01,801,Kamala Harris,50
Wisconsin,2024-08-01,801,Donald Trump,49
Wisconsin,2024-08-01,877,Kamala Harris,45
Wisconsin,2024-08-01,877,Donald Trump,43
Wisconsin,2024-08-01,801,Kamala Harris,46
Wisconsin,2024-08-01,801,Donald Trump,45
National,2024-08-01,879,Kamala Harris,52
National,2024-08-01,879,Donald Trump,48
National,2024-08-01,683,Kamala Harris,53
National,2024-08-01,683,Donald Trump,47
National,2024-08-01,879,Kamala Harris,47
National,2024-08-01,879,Donald Trump,41
National,2024-08-01,683,Kamala Harris,50
National,2024-08-01,683,Donald Trump,42
National,2024-07-30,1434,Kamala Harris,46
National,2024-07-30,1434,Donald Trump,44
National,2024-07-28,876,Kamala Harris,43
National,2024-07-28,876,Donald Trump,42
New Hampshire,2024-07-28,1000,Kamala Harris,52.4
New Hampshire,2024-07-28,1000,Donald Trump,47.6
New Hampshire,2024-07-28,1000,Kamala Harris,47.7
New Hampshire,2024-07-28,1000,Donald Trump,41.4
Florida,2024-07-27,774,Kamala Harris,42
Florida,2024-07-27,774,Donald Trump,49
National,2024-07-25,1238,Kamala Harris,38
National,2024-07-25,1238,Donald Trump,38
Maine,2024-07-25,1445,Kamala Harris,48
Maine,2024-07-25,1445,Donald Trump,40
Maine,2024-07-25,1445,Kamala Harris,54
Maine,2024-07-25,1445,Donald Trump,45
New Hampshire,2024-07-25,2875,Kamala Harris,49
New Hampshire,2024-07-25,2875,Donald Trump,43
New Hampshire,2024-07-25,2875,Kamala Harris,53
New Hampshire,2024-07-25,2875,Donald Trump,46
Minnesota,2024-07-25,656,Kamala Harris,50
Minnesota,2024-07-25,656,Donald Trump,40
National,2024-07-25,1980,Kamala Harris,48
National,2024-07-25,1980,Donald Trump,50.1
National,2024-07-25,1980,Kamala Harris,46.1
National,2024-07-25,1980,Donald Trump,47.7
Maine CD-1,2024-07-25,732,Kamala Harris,56
Maine CD-1,2024-07-25,732,Donald Trump,36
Maine CD-1,2024-07-25,732,Kamala Harris,60
Maine CD-1,2024-07-25,732,Donald Trump,39
Maine CD-2,2024-07-25,701,Kamala Harris,40
Maine CD-2,2024-07-25,701,Donald Trump,44
Maine CD-2,2024-07-25,701,Kamala Harris,49
Maine CD-2,2024-07-25,701,Donald Trump,51
National,2024-07-24,1142,Kamala Harris,46
National,2024-07-24,1142,Donald Trump,48
National,2024-07-24,1142,Kamala Harris,47
National,2024-07-24,1142,Donald Trump,48
National,2024-07-24,1142,Kamala Harris,42
National,2024-07-24,1142,Donald Trump,42
National,2024-07-24,1142,Kamala Harris,44
National,2024-07-24,1142,Donald Trump,43
Wisconsin,2024-07-24,1046,Kamala Harris,46
Wisconsin,2024-07-24,1046,Donald Trump,46
Wisconsin,2024-07-24,1046,Kamala Harris,49
Wisconsin,2024-07-24,1046,Donald Trump,50
Wisconsin,2024-07-24,1046,Donald Trump,50
Wisconsin,2024-07-24,1046,Donald Trump,49
Pennsylvania,2024-07-24,1034,Kamala Harris,45
Pennsylvania,2024-07-24,1034,Donald Trump,43
Pennsylvania,2024-07-24,1034,Kamala Harris,49
Pennsylvania,2024-07-24,1034,Donald Trump,49
Pennsylvania,2024-07-24,1034,Donald Trump,49
Pennsylvania,2024-07-24,1034,Donald Trump,44
Minnesota,2024-07-24,1071,Kamala Harris,47
Minnesota,2024-07-24,1071,Donald Trump,41
Minnesota,2024-07-24,1071,Kamala Harris,52
Minnesota,2024-07-24,1071,Donald Trump,46
Minnesota,2024-07-24,1071,Donald Trump,46
Minnesota,2024-07-24,1071,Donald Trump,45
Michigan,2024-07-24,1012,Kamala Harris,43
Michigan,2024-07-24,1012,Donald Trump,45
Michigan,2024-07-24,1012,Kamala Harris,49
Michigan,2024-07-24,1012,Donald Trump,49
Michigan,2024-07-24,1012,Donald Trump,46
Michigan,2024-07-24,1012,Donald Trump,48
National,2024-07-23,1241,Kamala Harris,39
National,2024-07-23,1241,Donald Trump,39
National,2024-07-23,1018,Kamala Harris,44
National,2024-07-23,1018,Donald Trump,42
National,2024-07-23,1241,Kamala Harris,37
National,2024-07-23,1241,Donald Trump,34
National,2024-07-23,1018,Kamala Harris,42
National,2024-07-23,1018,Donald Trump,38
Arizona,2024-07-23,800,Kamala Harris,47.4
Arizona,2024-07-23,800,Donald Trump,52.6
Arizona,2024-07-23,800,Kamala Harris,39.8
Arizona,2024-07-23,800,Donald Trump,47.5
Georgia,2024-07-23,800,Kamala Harris,48.9
Georgia,2024-07-23,800,Donald Trump,51.1
Georgia,2024-07-23,800,Kamala Harris,43.3
Georgia,2024-07-23,800,Donald Trump,45.9
Michigan,2024-07-23,800,Kamala Harris,49.1
Michigan,2024-07-23,800,Donald Trump,50.9
Michigan,2024-07-23,800,Kamala Harris,43.8
Michigan,2024-07-23,800,Donald Trump,44.1
Wisconsin,2024-07-23,845,Kamala Harris,50.6
Wisconsin,2024-07-23,845,Donald Trump,49.4
Wisconsin,2024-07-23,845,Kamala Harris,45.4
Wisconsin,2024-07-23,845,Donald Trump,44.9
Pennsylvania,2024-07-23,850,Kamala Harris,48.9
Pennsylvania,2024-07-23,850,Donald Trump,51.1
Pennsylvania,2024-07-23,850,Kamala Harris,44.3
Pennsylvania,2024-07-23,850,Donald Trump,46.1
National,2024-07-23,1155,Kamala Harris,44
National,2024-07-23,1155,Donald Trump,46
National,2024-07-23,1435,Kamala Harris,41
National,2024-07-23,1435,Donald Trump,44
National,2024-07-22,1117,Kamala Harris,45
National,2024-07-22,1117,Donald Trump,46
National,2024-07-22,1117,Kamala Harris,42
National,2024-07-22,1117,Donald Trump,42
National,2024-07-22,1178,Donald Trump,43
National,2024-07-22,1115,Donald Trump,45
National,2024-07-22,1178,Kamala Harris,41
National,2024-07-22,1178,Donald Trump,43
National,2024-07-22,1178,Kamala Harris,46
National,2024-07-22,1178,Donald Trump,46
National,2024-07-22,1178,Donald Trump,46
National,2024-07-22,1178,Donald Trump,46
National,2024-07-22,1178,Donald Trump,46
National,2024-07-21,982,Kamala Harris,47
National,2024-07-21,982,Donald Trump,49
National,2024-07-21,982,Donald Trump,48
National,2024-07-21,982,Donald Trump,43
National,2024-07-21,982,Donald Trump,49
National,2024-07-21,982,Donald Trump,48
National,2024-07-21,982,Donald Trump,50
National,2024-07-21,1257,Donald Trump,48
National,2024-07-21,1257,Donald Trump,44
National,2024-07-21,1257,Kamala Harris,47
National,2024-07-21,1257,Donald Trump,49
National,2024-07-21,1257,Kamala Harris,41
National,2024-07-21,1257,Donald Trump,45
